airfoil,Reynolds,alpha,CL,CD
NACA 2410,32000,14.1,0.8084,0.19746
NACA 2410,32000,14.2,0.8161,0.2016
NACA 2410,32000,14.3,0.8055,0.19945
NACA 2410,32000,14.4,0.7965,0.19751
NACA 2410,32000,14.5,0.7928,0.19704
NACA 2410,32000,14.6,0.7938,0.19793
NACA 2410,32000,14.7,0.7977,0.19956
NACA 2410,32000,14.8,0.8044,0.20199
NACA 2410,32000,14.9,0.8159,0.20624
NACA 2410,32000,15.0,0.8411,0.21686
NACA 2410,110000,0.0,0.2222,0.01471
NACA 2410,110000,0.1,0.2375,0.0147
NACA 2410,110000,0.2,0.2508,0.01469
NACA 2410,110000,0.3,0.2698,0.01463
NACA 2410,110000,0.4,0.2903,0.01454
NACA 2410,110000,0.5,0.3118,0.01443
NACA 2410,110000,0.6,0.3192,0.01448
NACA 2410,110000,0.7,0.334,0.01442
NACA 2410,110000,0.8,0.3517,0.01431
NACA 2410,110000,0.9,0.3705,0.01418
NACA 2410,110000,1.0,0.3795,0.01421
NACA 2410,110000,1.1,0.3912,0.01418
NACA 2410,110000,1.2,0.4063,0.01408
NACA 2410,110000,1.3,0.4227,0.01396
NACA 2410,110000,1.4,0.4313,0.014
NACA 2410,110000,1.5,0.4419,0.01399
NACA 2410,110000,1.6,0.4555,0.0139
NACA 2410,110000,1.7,0.4699,0.0138
NACA 2410,110000,1.8,0.4775,0.01389
NACA 2410,110000,1.9,0.4883,0.01388
NACA 2410,110000,2.0,0.5009,0.01381
NACA 2410,110000,2.1,0.5135,0.01377
NACA 2410,110000,2.2,0.5213,0.01387
NACA 2410,110000,2.3,0.5322,0.01387
NACA 2410,110000,2.4,0.5443,0.01382
NACA 2410,110000,2.5,0.5547,0.01387
NACA 2410,110000,2.6,0.5639,0.01395
NACA 2410,110000,2.7,0.5749,0.01395
NACA 2410,110000,2.8,0.5867,0.01394
NACA 2410,110000,2.9,0.596,0.01404
NACA 2410,110000,3.0,0.6058,0.0141
NACA 2410,110000,3.1,0.6169,0.01412
NACA 2410,110000,3.2,0.6284,0.01416
NACA 2410,110000,3.3,0.6371,0.01427
NACA 2410,110000,3.4,0.6474,0.01432
NACA 2410,110000,3.5,0.6585,0.01436
NACA 2410,110000,3.6,0.6685,0.01445
NACA 2410,110000,3.7,0.678,0.01454
NACA 2410,110000,3.8,0.6886,0.01458
NACA 2410,110000,3.9,0.6997,0.01466
NACA 2410,110000,4.0,0.7086,0.01476
NACA 2410,110000,4.1,0.7186,0.01481
NACA 2410,110000,4.2,0.7297,0.01488
NACA 2410,110000,4.3,0.7386,0.01498
NACA 2410,110000,4.4,0.7484,0.01504
NACA 2410,110000,4.5,0.7592,0.01512
NACA 2410,110000,4.6,0.7681,0.01521
NACA 2410,110000,4.7,0.7777,0.01527
NACA 2410,110000,4.8,0.788,0.01538
NACA 2410,110000,4.9,0.7968,0.01545
NACA 2410,110000,5.0,0.8065,0.01553
NACA 2410,110000,5.1,0.8159,0.01564
NACA 2410,110000,5.2,0.8249,0.01571
NACA 2410,110000,5.3,0.8345,0.01584
NACA 2410,110000,5.4,0.8431,0.01591
NACA 2410,110000,5.5,0.8523,0.01604
NACA 2410,110000,5.6,0.8609,0.01613
NACA 2410,110000,5.7,0.8695,0.01628
NACA 2410,110000,5.8,0.8779,0.01638
NACA 2410,110000,5.9,0.8861,0.01653
NACA 2410,110000,6.0,0.8938,0.01669
NACA 2410,110000,6.1,0.9015,0.01685
NACA 2410,110000,6.2,0.9086,0.01708
NACA 2410,110000,6.3,0.915,0.01737
NACA 2410,110000,6.4,0.9205,0.01777
NACA 2410,110000,6.5,0.9254,0.01828
NACA 2410,110000,6.6,0.9294,0.01892
NACA 2410,110000,6.7,0.933,0.01965
NACA 2410,110000,6.8,0.9376,0.02035
NACA 2410,110000,6.9,0.9422,0.02105
NACA 2410,110000,7.0,0.9484,0.02164
NACA 2410,110000,7.1,0.9536,0.02235
NACA 2410,110000,7.2,0.9604,0.0229
NACA 2410,110000,7.3,0.9657,0.02369
NACA 2410,110000,7.4,0.9737,0.02416
NACA 2410,110000,7.5,0.9802,0.02473
NACA 2410,110000,7.6,0.9871,0.02546
NACA 2410,110000,7.7,0.995,0.02593
NACA 2410,110000,7.8,1.0027,0.0265
NACA 2410,110000,7.9,1.0104,0.02737
NACA 2410,110000,8.0,1.0196,0.02822
NACA 2410,110000,8.1,1.0286,0.02884
NACA 2410,110000,8.2,1.0377,0.02952
NACA 2410,110000,8.3,1.0467,0.03023
NACA 2410,110000,8.4,1.0558,0.03102
NACA 2410,110000,8.5,1.0657,0.03216
NACA 2410,110000,8.6,1.0747,0.03336
NACA 2410,110000,8.7,1.0818,0.03389
NACA 2410,110000,8.8,1.0887,0.03447
NACA 2410,110000,8.9,1.0956,0.03505
NACA 2410,110000,9.0,1.1026,0.03568
NACA 2410,110000,9.1,1.1103,0.03654
NACA 2410,110000,9.2,1.1185,0.03776
NACA 2410,110000,9.3,1.1263,0.03971
NACA 2410,110000,9.4,1.1312,0.0409
NACA 2410,110000,9.5,1.1355,0.04184
NACA 2410,110000,9.6,1.1392,0.0429
NACA 2410,110000,9.7,1.1422,0.04405
NACA 2410,110000,9.8,1.1446,0.04527
NACA 2410,110000,9.9,1.1461,0.04655
NACA 2410,110000,10.0,1.1469,0.04787
NACA 2410,110000,10.1,1.1468,0.04923
NACA 2410,110000,10.2,1.1458,0.05062
NACA 2410,110000,10.3,1.144,0.05204
NACA 2410,110000,10.4,1.1414,0.05348
NACA 2410,110000,10.5,1.1379,0.05493
NACA 2410,110000,10.6,1.1333,0.05636
NACA 2410,110000,10.7,1.1275,0.05774
NACA 2410,110000,10.8,1.1211,0.05917
NACA 2410,110000,10.9,1.1143,0.06065
NACA 2410,110000,11.0,1.1069,0.06218
NACA 2410,110000,11.1,1.0991,0.06378
NACA 2410,110000,11.2,1.091,0.06545
NACA 2410,110000,11.3,1.0825,0.06721
NACA 2410,110000,11.4,1.0737,0.06906
NACA 2410,110000,11.5,1.0646,0.07102
NACA 2410,110000,11.6,1.0554,0.0731
NACA 2410,110000,11.7,1.0459,0.0753
NACA 2410,110000,11.8,1.0362,0.07763
NACA 2410,110000,11.9,1.0263,0.0801
NACA 2410,110000,12.0,1.0165,0.08271
NACA 2410,110000,12.1,1.0066,0.08548
NACA 2410,110000,12.2,0.9967,0.08838
NACA 2410,110000,12.3,0.9871,0.09139
NACA 2410,110000,12.4,0.9778,0.09449
NACA 2410,110000,12.5,0.9693,0.09764
NACA 2410,110000,12.6,0.9622,0.10074
NACA 2410,110000,12.7,0.9581,0.10359
NACA 2410,110000,12.9,0.8657,0.13309
NACA 2410,110000,13.0,0.866,0.13508
NACA 2410,110000,13.1,0.8686,0.13649
NACA 2410,110000,13.2,0.875,0.13701
NACA 2410,110000,13.3,0.8411,0.15831
NACA 2410,110000,13.4,0.8493,0.16012
NACA 2410,110000,13.5,0.8606,0.16277
NACA 2410,110000,13.6,0.8604,0.1658
NACA 2410,110000,13.7,0.8529,0.16796
NACA 2410,110000,13.8,0.8381,0.16985
NACA 2410,110000,13.9,0.822,0.17152
NACA 2410,110000,14.0,0.8206,0.17318
NACA 2410,110000,14.1,0.8212,0.1748
NACA 2410,110000,14.2,0.8229,0.17636
NACA 2410,110000,14.3,0.8255,0.17787
NACA 2410,110000,14.4,0.829,0.17937
NACA 2410,110000,14.5,0.8336,0.18089
NACA 2410,110000,14.6,0.8396,0.18248
NACA 2410,110000,14.7,0.8471,0.18417
NACA 2410,110000,14.8,0.8567,0.1862
NACA 2410,110000,14.9,0.8721,0.19062
NACA 2410,110000,15.0,0.8676,0.19229
NACA 2410,185000,0.0,0.2961,0.0098
NACA 2410,185000,0.1,0.3081,0.00973
NACA 2410,185000,0.2,0.321,0.00966
NACA 2410,185000,0.3,0.3288,0.00967
NACA 2410,185000,0.4,0.339,0.00964
NACA 2410,185000,0.5,0.3504,0.00959
NACA 2410,185000,0.6,0.3609,0.00957
NACA 2410,185000,0.7,0.37,0.00957
NACA 2410,185000,0.8,0.3803,0.00955
NACA 2410,185000,0.9,0.3917,0.00952
NACA 2410,185000,1.0,0.4009,0.00955
NACA 2410,185000,1.1,0.4106,0.00955
NACA 2410,185000,1.2,0.4213,0.00955
NACA 2410,185000,1.3,0.4317,0.00957
NACA 2410,185000,1.4,0.4411,0.00959
NACA 2410,185000,1.5,0.4513,0.00961
NACA 2410,185000,1.6,0.4621,0.00964
NACA 2410,185000,1.7,0.4717,0.00968
NACA 2410,185000,1.8,0.4816,0.00971
NACA 2410,185000,1.9,0.4921,0.00975
NACA 2410,185000,2.0,0.5024,0.00981
NACA 2410,185000,2.1,0.5121,0.00985
NACA 2410,185000,2.2,0.5224,0.0099
NACA 2410,185000,2.3,0.5329,0.00997
NACA 2410,185000,2.4,0.5428,0.01003
NACA 2410,185000,2.5,0.5529,0.01008
NACA 2410,185000,2.6,0.5632,0.01015
NACA 2410,185000,2.7,0.5736,0.01023
NACA 2410,185000,2.8,0.5835,0.01029
NACA 2410,185000,2.9,0.5937,0.01036
NACA 2410,185000,3.0,0.6041,0.01045
NACA 2410,185000,3.1,0.6143,0.01052
NACA 2410,185000,3.2,0.6243,0.01058
NACA 2410,185000,3.3,0.6345,0.01067
NACA 2410,185000,3.4,0.6448,0.01078
NACA 2410,185000,3.5,0.6549,0.01083
NACA 2410,185000,3.6,0.6649,0.01091
NACA 2410,185000,3.7,0.6751,0.01102
NACA 2410,185000,3.8,0.6852,0.0111
NACA 2410,185000,3.9,0.6952,0.01117
NACA 2410,185000,4.0,0.7052,0.01127
NACA 2410,185000,4.1,0.7152,0.01137
NACA 2410,185000,4.2,0.7252,0.01144
NACA 2410,185000,4.3,0.735,0.01155
NACA 2410,185000,4.4,0.745,0.01165
NACA 2410,185000,4.5,0.755,0.01173
NACA 2410,185000,4.6,0.7647,0.01185
NACA 2410,185000,4.7,0.7746,0.01195
NACA 2410,185000,4.8,0.7844,0.01204
NACA 2410,185000,4.9,0.7939,0.01219
NACA 2410,185000,5.0,0.8038,0.01227
NACA 2410,185000,5.1,0.8133,0.01239
NACA 2410,185000,5.2,0.8228,0.01252
NACA 2410,185000,5.3,0.8323,0.01263
NACA 2410,185000,5.4,0.8415,0.01278
NACA 2410,185000,5.5,0.8509,0.0129
NACA 2410,185000,5.6,0.86,0.01306
NACA 2410,185000,5.7,0.8687,0.01324
NACA 2410,185000,5.8,0.8777,0.01342
NACA 2410,185000,5.9,0.886,0.01365
NACA 2410,185000,6.0,0.8938,0.01392
NACA 2410,185000,6.1,0.9013,0.01424
NACA 2410,185000,6.2,0.9083,0.01462
NACA 2410,185000,6.3,0.9148,0.01506
NACA 2410,185000,6.4,0.9214,0.01553
NACA 2410,185000,6.5,0.9276,0.01606
NACA 2410,185000,6.6,0.9336,0.01661
NACA 2410,185000,6.7,0.94,0.01714
NACA 2410,185000,6.8,0.9467,0.01764
NACA 2410,185000,7.0,0.9606,0.01856
NACA 2410,185000,7.1,0.9666,0.0191
NACA 2410,185000,7.2,0.974,0.01953
NACA 2410,185000,7.3,0.9817,0.01992
NACA 2410,185000,7.4,0.9881,0.02043
NACA 2410,185000,7.5,0.9932,0.02112
NACA 2410,185000,7.6,1.0015,0.02148
NACA 2410,185000,7.7,1.0092,0.02189
NACA 2410,185000,7.8,1.0165,0.02234
NACA 2410,185000,7.9,1.0231,0.02287
NACA 2410,185000,8.0,1.0277,0.0239
NACA 2410,185000,8.1,1.0365,0.02416
NACA 2410,185000,8.2,1.0447,0.0245
NACA 2410,185000,8.3,1.0525,0.02487
NACA 2410,185000,8.4,1.0599,0.02528
NACA 2410,185000,8.5,1.0669,0.02581
NACA 2410,185000,8.6,1.0735,0.02665
NACA 2410,185000,8.7,1.081,0.02782
NACA 2410,185000,8.8,1.0892,0.02828
NACA 2410,185000,8.9,1.0974,0.02882
NACA 2410,185000,9.0,1.1053,0.02943
NACA 2410,185000,9.1,1.1132,0.03008
NACA 2410,185000,9.2,1.1209,0.03076
NACA 2410,185000,9.3,1.1283,0.03146
NACA 2410,185000,9.4,1.1353,0.03217
NACA 2410,185000,9.5,1.1422,0.0329
NACA 2410,185000,9.6,1.1489,0.03366
NACA 2410,185000,9.7,1.1554,0.03449
NACA 2410,185000,9.8,1.1617,0.03545
NACA 2410,185000,9.9,1.1677,0.03661
NACA 2410,185000,10.0,1.1729,0.03803
NACA 2410,185000,10.1,1.1769,0.03963
NACA 2410,185000,10.2,1.1793,0.04144
NACA 2410,185000,10.3,1.1794,0.04341
NACA 2410,185000,10.4,1.1807,0.04411
NACA 2410,185000,10.5,1.1813,0.04483
NACA 2410,185000,10.6,1.1812,0.04559
NACA 2410,185000,10.7,1.18,0.04638
NACA 2410,185000,10.8,1.1777,0.04719
NACA 2410,185000,10.9,1.1749,0.04808
NACA 2410,185000,11.0,1.1717,0.04903
NACA 2410,185000,11.1,1.168,0.05005
NACA 2410,185000,11.2,1.164,0.05114
NACA 2410,185000,11.3,1.1596,0.0523
NACA 2410,185000,11.4,1.1547,0.05353
NACA 2410,185000,11.5,1.1495,0.05486
NACA 2410,185000,11.6,1.1439,0.05627
NACA 2410,185000,11.7,1.1378,0.05779
NACA 2410,185000,11.8,1.1312,0.05942
NACA 2410,185000,11.9,1.1242,0.06117
NACA 2410,185000,12.0,1.1167,0.06306
NACA 2410,185000,12.1,1.1087,0.06506
NACA 2410,185000,12.2,1.1003,0.06719
NACA 2410,185000,12.3,1.0915,0.06946
NACA 2410,185000,12.4,1.0824,0.07189
NACA 2410,185000,12.5,1.073,0.07447
NACA 2410,185000,12.6,1.0632,0.07722
NACA 2410,185000,12.7,1.0529,0.08012
NACA 2410,185000,12.8,1.0423,0.08321
NACA 2410,185000,12.9,1.0313,0.08653
NACA 2410,185000,13.0,1.0199,0.09008
NACA 2410,185000,13.1,1.008,0.09388
NACA 2410,185000,13.2,0.9959,0.0979
NACA 2410,185000,13.3,0.9837,0.1021
NACA 2410,185000,13.4,0.9717,0.1064
NACA 2410,185000,13.5,0.9602,0.1107
NACA 2410,185000,13.6,0.9493,0.11496
NACA 2410,185000,13.7,0.9395,0.11909
NACA 2410,185000,13.8,0.9309,0.123
NACA 2410,185000,14.0,0.3295,0.0279
NACA 2410,185000,14.1,0.3278,0.03023
NACA 2410,185000,14.2,0.3269,0.03231
NACA 2410,185000,14.3,0.327,0.03417
NACA 2410,185000,14.4,0.3287,0.03578
NACA 2410,185000,14.5,0.3312,0.03732
NACA 2410,185000,14.6,0.3347,0.03882
NACA 2410,185000,14.8,0.3433,0.0492
NACA 2410,185000,14.9,0.3434,0.05057
NACA 2410,185000,15.0,0.3428,0.05185
